species,n_significant_pairs,n_total_pairs,pct_significant,strongest_pair,strongest_p_adjusted,strongest_effect_size
s__Aliarcobacter_cryaerophilus,6,10,60.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,2.3109396658759552e-07,-10.82910983268017
s__Aliarcobacter_cibarius,6,10,60.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,1.0712336273119465e-06,0.8204162399318232
s__Anaerostipes_hadrus,6,10,60.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,1.564010512515665e-07,2.48944431812734
s__Arcobacter_suis,6,10,60.0,Chu_2017_sludge vs Rowe_2017_hospital_wastewater,5.639651564722917e-06,5.279946038938768
s__Candidatus_Microthrix_parvicella,6,10,60.0,Chu_2017_sludge vs Schulz_2017_wastewater,2.3109396658759552e-07,-1.2116017532902028
s__Aquisediminimonas_SGB62114,6,10,60.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,1.663061356691583e-07,2.0296065255516225
s__Arcobacter_caeni,6,10,60.0,Chu_2017_sludge vs Rowe_2017_hospital_wastewater,1.8808930893285328e-06,5.077586581010027
s__Brotolimicola_acetigignens,6,10,60.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,2.3109396658759552e-07,2.211566796924944
s__Phycicoccus_elongatus,6,10,60.0,Chopyk_2020_pond vs Chu_2017_sludge,6.5828961372316484e-09,1.081136986618279
s__Aliarcobacter_trophiarum,6,10,60.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,1.798609623395062e-05,1.636673919064112
s__Alistipes_shahii,6,10,60.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,2.1839867096881918e-07,2.3109272956697757
s__Phocaeicola_plebeius,6,10,60.0,Chopyk_2020_pond vs Schulz_2017_wastewater,0.0007006279377891644,-0.28473125781028963
s__Oliverpabstia_intestinalis,6,10,60.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,9.791744290738064e-06,1.9943478831850536
s__Odoribacter_splanchnicus,6,10,60.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,2.3109396658759552e-07,2.211566796924944
s__Oscillospiraceae_bacterium_CLA_AA_H250,6,10,60.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,2.1839867096881918e-07,2.341734069949734
s__Zoogloea_ramigera,6,10,60.0,Chu_2017_sludge vs Rowe_2017_hospital_wastewater,6.405077842266634e-05,4.568722126491719
s__Actinobacteria_bacterium_IMCC19121,5,10,50.0,Chopyk_2020_pond vs Chu_2017_sludge,6.457844026865366e-10,1.8552845137763496
s__Acinetobacter_bouvetii,5,10,50.0,Chopyk_2020_pond vs Schulz_2017_wastewater,0.00015734143517287793,-0.6749438269866953
s__Aeromonas_hydrophila,5,10,50.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,2.3109396658759552e-07,2.6107733680371186
s__Phocaeicola_paurosaccharolyticus,5,10,50.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,1.564010512515665e-07,-6.632163034415313
s__Parabacteroides_merdae,5,10,50.0,Chopyk_2020_pond vs Schulz_2017_wastewater,9.853692081479816e-05,-0.517460639511167
s__Ornithinibacter_SGB87564,5,10,50.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,2.310308566658993e-05,0.336475210734117
s__Sulfurisoma_sediminicola,5,10,50.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,4.3314902962305757e-08,1.7148991438570658
s__Tolumonas_auensis,5,10,50.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,2.3109396658759552e-07,1.3768725507391195
s__Sphingorhabdus_SGB38271,5,10,50.0,Chopyk_2020_pond vs Chu_2017_sludge,8.407056435304965e-09,1.8459775640031795
s__Aestuariivirga_litoralis,5,10,50.0,Chopyk_2020_pond vs Chu_2017_sludge,2.1319169987212473e-13,5.27906113433115
s__Bacteroides_fragilis,5,10,50.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,2.1839867096881918e-07,2.3285398086192584
s__Bacteroides_faecis,5,10,50.0,Chopyk_2020_pond vs Schulz_2017_wastewater,0.0012401934297636727,-0.17207430239775717
s__Rhizobacter_SGB88459,5,10,50.0,Chopyk_2020_pond vs Schulz_2017_wastewater,4.9779018068116446e-05,-0.9353487493576487
s__Curvibacter_sp_AEP1_3,5,10,50.0,Chopyk_2020_pond vs Chu_2017_sludge,3.157391705942446e-12,3.3904052488197207
s__Dorea_longicatena,5,10,50.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,2.1839867096881918e-07,2.3364919895117393
s__Collinsella_aerofaciens,5,10,50.0,Chopyk_2020_pond vs Schulz_2017_wastewater,0.00018986277614921397,-0.525505778320275
s__Dechloromonas_agitata,5,10,50.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,0.00021310532457553014,0.3799762924252546
s__Phocaeicola_coprocola,5,10,50.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,0.0003211017724873372,-0.12289489152102401
s__Moraxellaceae_bacterium_AER2_44_116,5,10,50.0,Chopyk_2020_pond vs Schulz_2017_wastewater,0.0006463610409438848,-0.2904940158248746
s__Lachnospira_eligens,5,10,50.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,1.2753234332578821e-05,1.8126937940434091
s__Moraxella_osloensis,5,10,50.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,8.004924756676085e-05,-0.19417707787170926
s__GGB75744_SGB102634,5,10,50.0,Chopyk_2020_pond vs Schulz_2017_wastewater,4.447441763680895e-06,-2.1605023234392045
s__Prevotella_herbatica,5,10,50.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,1.0497028878782618e-07,2.0263493573164277
s__GGB44854_SGB62331,5,10,50.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,6.0757376732659745e-05,0.23218580043160525
s__GGB35331_SGB62019,5,10,50.0,Chopyk_2020_pond vs Chu_2017_sludge,2.8996901281117074e-10,2.4493977079779734
s__GGB41789_SGB58882,5,10,50.0,Chu_2017_sludge vs Schulz_2017_wastewater,6.859548634088119e-07,-0.9675955170824285
s__GGB57008_SGB103561,5,10,50.0,Chopyk_2020_pond vs Schulz_2017_wastewater,4.9779018068116446e-05,-0.8758035774280257
s__GGB46510_SGB64371,5,10,50.0,Chu_2017_sludge vs Schulz_2017_wastewater,6.859548634088119e-07,-4.728147154764339
s__GGB46513_SGB64374,5,10,50.0,Chopyk_2020_pond vs Chu_2017_sludge,1.4448201563468003e-09,1.5825827917266597
s__GGB46571_SGB64436,5,10,50.0,Chopyk_2020_pond vs Schulz_2017_wastewater,4.9779018068116446e-05,-0.8038429628522081
s__GGB46575_SGB64440,5,10,50.0,Chu_2017_sludge vs Schulz_2017_wastewater,2.1839867096881918e-07,-1.2064419485715723
s__GGB44099_SGB61482,5,10,50.0,Chu_2017_sludge vs Schulz_2017_wastewater,0.00022068339815044615,0.39421114929352946
s__Prevotella_paludivivens,5,10,50.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,9.31610296138814e-06,0.7756345364836489
s__GGB54287_SGB75505,5,10,50.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,1.0712336273119465e-06,0.8303661074688159
s__GGB4962_SGB6925,5,10,50.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,5.5304585731191194e-08,1.277951065884257
s__GGB47501_SGB75672,5,10,50.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,2.3109396658759552e-07,2.211566796924944
s__GGB56727_SGB78161,5,10,50.0,Chopyk_2020_pond vs Chu_2017_sludge,8.540671990080732e-10,1.6648661207437936
s__GGB75167_SGB103639,5,10,50.0,Chu_2017_sludge vs Schulz_2017_wastewater,2.454887814335691e-05,0.014244659604084775
s__GGB75354_SGB102763,5,10,50.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,5.492840215354382e-08,1.40806545264303
s__GGB75638_SGB102999,5,10,50.0,Chopyk_2020_pond vs Chu_2017_sludge,1.5675672908163376e-05,0.07314614082995363
s__GGB75672_SGB103056,5,10,50.0,Chu_2017_sludge vs Schulz_2017_wastewater,0.00020021425192842226,0.3007517412513475
s__GGB42821_SGB52415,5,10,50.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,5.5304585731191194e-08,1.277951065884257
s__GGB2275_SGB136518,5,10,50.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,0.00016681236081144172,-0.11103839655412873
s__Escherichia_coli,5,10,50.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,4.892151432224285e-07,-8.571013255802226
s__Faecalibacterium_prausnitzii,5,10,50.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,1.564010512515665e-07,2.4556322214122708
s__GGB24874_SGB36777,5,10,50.0,Chu_2017_sludge vs Schulz_2017_wastewater,2.139437391072359e-06,-0.9577903509724623
s__GGB2734_SGB3677,5,10,50.0,Chu_2017_sludge vs Schulz_2017_wastewater,0.00047192074114340616,0.3414193988206535
s__GGB43049_SGB60289,5,10,50.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,5.455325019563919e-06,0.6624616692524998
s__GGB42821_SGB60031,5,10,50.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,5.5304585731191194e-08,1.277951065884257
s__Blautia_faecis,5,10,50.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,1.564010512515665e-07,2.481793186318775
s__Sphaerotilus_montanus,5,10,50.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,6.5828961372316484e-09,3.1712903317239665
s__Roseburia_faecis,5,10,50.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,1.564010512515665e-07,2.4840902501517093
s__Simplicispira_metamorpha,5,10,50.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,9.168028550925554e-07,0.9039860839951147
s__Bacteroides_xylanisolvens,5,10,50.0,Chu_2017_sludge vs Lekunberri_2018_river_wastewater,0.00010088817022551705,4.254814926743462
s__Azonexus_hydrophilus,5,10,50.0,Chopyk_2020_pond vs Schulz_2017_wastewater,0.0012401934297636727,-0.1643252877054001
s__Rivicola_pingtungensis,5,10,50.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,1.6790608555716332e-06,1.7472148183683984
s__Alistipes_onderdonkii,5,10,50.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,1.564010512515665e-07,2.488921413702756
s__Alistipes_finegoldii,5,10,50.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,2.1839867096881918e-07,2.3399693293610735
s__Eubacterium_rectale,5,10,50.0,Chopyk_2020_pond vs Schulz_2017_wastewater,0.0018800081232379262,0.019385955270217137
s__Acetoanaerobium_noterae,4,10,40.0,Chopyk_2020_pond vs Schulz_2017_wastewater,0.0031753175081035883,0.06209996113746616
s__GGB41936_SGB59041,4,10,40.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,1.564010512515665e-07,-8.238225850914475
s__Bifidobacterium_adolescentis,4,10,40.0,Chopyk_2020_pond vs Schulz_2017_wastewater,0.00018986277614921397,-0.5577838665816068
s__Acidaminococcus_intestini,4,10,40.0,Chopyk_2020_pond vs Schulz_2017_wastewater,0.0007006279377891644,-0.28473125781028963
s__Cloacibacterium_caeni,4,10,40.0,Rowe_2017_hospital_wastewater vs Schulz_2017_wastewater,0.010197551126429142,6.578062563094834
s__Acinetobacter_johnsonii,4,10,40.0,Chopyk_2020_pond vs Schulz_2017_wastewater,3.947550117402227e-06,-4.050588540603611
s__Candidatus_Methylopumilus_rimovensis,4,10,40.0,Chopyk_2020_pond vs Chu_2017_sludge,1.3699991985722537e-11,3.579858424739493
s__Polynucleobacter_sp_MWH_HuK1,4,10,40.0,Chopyk_2020_pond vs Chu_2017_sludge,2.0062420209742207e-12,2.865880397197022
s__GGB46525_SGB78233,4,10,40.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,1.9580486588961106e-08,2.896668687602101
s__GGB44404_SGB88286,4,10,40.0,Chu_2017_sludge vs Schulz_2017_wastewater,2.139437391072359e-06,-0.8419352932012811
s__Sulfurospirillum_sp_UCH001,4,10,40.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,8.577801134433971e-05,0.2713158404858275
s__GGB4599_SGB6362,4,10,40.0,Chopyk_2020_pond vs Schulz_2017_wastewater,5.330506082221251e-06,-1.6656185478077261
s__Flavobacterium_sp_9R,4,10,40.0,Chu_2017_sludge vs Rowe_2017_hospital_wastewater,0.0008745133656930993,2.8873454345163316
s__GGB24768_SGB36661,4,10,40.0,Chopyk_2020_pond vs Schulz_2017_wastewater,0.0007006279377891644,-0.28473125781028963
s__Polynucleobacter_sp_15G_AUS_farblos,4,10,40.0,Chopyk_2020_pond vs Chu_2017_sludge,2.293529101881279e-12,3.977824218894952
s__Flavobacterium_sasangense,4,10,40.0,Chopyk_2020_pond vs Rowe_2017_hospital_wastewater,0.0009359110461848981,0.444595495951995
s__Aeromonas_caviae,3,10,30.0,Chopyk_2020_pond vs Schulz_2017_wastewater,0.0019311793173334656,0.008023088626593955
s__Methanobrevibacter_smithii,3,10,30.0,Chu_2017_sludge vs Schulz_2017_wastewater,6.034181876502291e-05,-0.12004034491380836
s__Acinetobacter_towneri,3,10,30.0,Chu_2017_sludge vs Schulz_2017_wastewater,0.00020963977280060516,0.2808600202160594
s__Acidovorax_sp_210_6,3,10,30.0,Chopyk_2020_pond vs Chu_2017_sludge,1.6007673798989444e-05,1.7919504447801655
s__Acinetobacter_sp_WCHAc010034,3,10,30.0,Chopyk_2020_pond vs Schulz_2017_wastewater,0.00120765895182417,-0.2032896980809561
s__Acinetobacter_parvus,3,10,30.0,Chu_2017_sludge vs Schulz_2017_wastewater,7.559377890652089e-05,0.2869886911908792
s__Candidatus_Rickettsiella_isopodorum,3,10,30.0,Chopyk_2020_pond vs Chu_2017_sludge,5.772576940943971e-12,4.244061126510303
s__Pseudomonas_alcaligenes,3,10,30.0,Chu_2017_sludge vs Schulz_2017_wastewater,0.006002738565375585,1.1053259941251432
s__Citrobacter_portucalensis,3,10,30.0,Chu_2017_sludge vs Schulz_2017_wastewater,0.0004932478206332232,0.1611275801763819
s__Enterococcus_aquimarinus,3,10,30.0,Chopyk_2020_pond vs Schulz_2017_wastewater,4.9779018068116446e-05,-0.736536559078532
s__Bifidobacterium_pseudocatenulatum,3,10,30.0,Chopyk_2020_pond vs Chu_2017_sludge,4.955916851177172e-05,0.23033179744088583
s__Bacteroides_uniformis,3,10,30.0,Chopyk_2020_pond vs Schulz_2017_wastewater,0.002963630992719868,0.21687202044993953
s__Segatella_copri,3,10,30.0,Chopyk_2020_pond vs Schulz_2017_wastewater,0.0010855535952191343,-0.07428884240316794
s__Acetobacterium_fimetarium,3,10,30.0,Chopyk_2020_pond vs Schulz_2017_wastewater,0.0007006279377891644,-0.28473125781028963
s__Desulfovibrio_desulfuricans,3,10,30.0,Chopyk_2020_pond vs Schulz_2017_wastewater,0.0007006279377891644,-0.28473125781028963
s__Aeromonas_veronii,3,10,30.0,Chopyk_2020_pond vs Chu_2017_sludge,6.551152312697073e-05,0.1666337437662187
s__Klebsiella_huaxiensis,3,10,30.0,Chu_2017_sludge vs Schulz_2017_wastewater,7.140189098092531e-05,0.24752890089648083
s__Megamonas_funiformis,3,10,30.0,Chopyk_2020_pond vs Schulz_2017_wastewater,0.0019311793173334656,-0.0005277778512334796
s__Macellibacteroides_fermentans,3,10,30.0,Chopyk_2020_pond vs Lekunberri_2018_river_wastewater,3.216712356791265e-06,-6.9999027622423045
s__Trichococcus_flocculiformis,3,10,30.0,Chopyk_2020_pond vs Schulz_2017_wastewater,0.0010855535952191343,-0.1300580796155225
s__GGB51647_SGB4348,3,10,30.0,Chopyk_2020_pond vs Schulz_2017_wastewater,0.00017349804988487538,-0.546671284241229
s__Laribacter_hongkongensis,3,10,30.0,Chu_2017_sludge vs Schulz_2017_wastewater,0.0005454751853491397,0.3459397892708987
s__Holdemanella_porci,3,10,30.0,Chopyk_2020_pond vs Schulz_2017_wastewater,4.9779018068116446e-05,-0.7371869939841378
s__GGB26683_SGB103556,3,10,30.0,Chu_2017_sludge vs Schulz_2017_wastewater,6.034181876502291e-05,0.21452720891194718
s__Succinispira_mobilis,3,10,30.0,Chu_2017_sludge vs Schulz_2017_wastewater,6.758237455957943e-05,-0.237467851398388
s__Streptococcus_suis,3,10,30.0,Chopyk_2020_pond vs Chu_2017_sludge,0.0008176295257658602,-0.2758597748611893
s__Psychrobacter_faecalis,3,10,30.0,Chopyk_2020_pond vs Schulz_2017_wastewater,4.9779018068116446e-05,-0.7285515035606367
s__GGB56729_SGB91086,3,10,30.0,Chopyk_2020_pond vs Schulz_2017_wastewater,9.372165445990488e-06,-2.052950395818491
s__Citrobacter_braakii,3,10,30.0,Chopyk_2020_pond vs Schulz_2017_wastewater,0.0007006279377891644,-0.28473125781028963
s__GGB44695_SGB62151,3,10,30.0,Chopyk_2020_pond vs Schulz_2017_wastewater,9.953578080399477e-06,-1.3058580658864103
s__Alistipes_putredinis,2,10,20.0,Chopyk_2020_pond vs Schulz_2017_wastewater,0.0006463610409438848,-0.24408130290272337
s__Segatella_sinensis,2,10,20.0,Chopyk_2020_pond vs Schulz_2017_wastewater,0.0007006279377891644,-0.28473125781028963
s__Blautia_obeum,2,10,20.0,Chopyk_2020_pond vs Schulz_2017_wastewater,0.00018986277614921397,-0.49919805253302635
s__Dialister_invisus,2,10,20.0,Chopyk_2020_pond vs Schulz_2017_wastewater,9.853692081479816e-05,-0.6440614912639104
s__Candidatus_Cibionibacter_quicibialis,2,10,20.0,Chopyk_2020_pond vs Schulz_2017_wastewater,0.00035191120781258534,-0.4293991870563777
s__Pseudomonas_chengduensis,2,10,20.0,Chopyk_2020_pond vs Schulz_2017_wastewater,0.0007006279377891644,-0.28473125781028963
s__Candidatus_Gastranaerophilales_bacterium,2,10,20.0,Chopyk_2020_pond vs Schulz_2017_wastewater,0.0007006279377891644,-0.28473125781028963
s__Gemmiger_formicilis,2,10,20.0,Chopyk_2020_pond vs Schulz_2017_wastewater,0.00035191120781258534,-0.355982145286771
s__GGB6612_SGB9346,2,10,20.0,Chopyk_2020_pond vs Schulz_2017_wastewater,0.0007006279377891644,-0.28473125781028963
s__Phocaeicola_vulgatus,2,10,20.0,Chopyk_2020_pond vs Schulz_2017_wastewater,0.002963630992719868,0.3007684183933746
s__Phocaeicola_dorei,2,10,20.0,Chopyk_2020_pond vs Schulz_2017_wastewater,0.0018800081232379262,0.07162078369969788
s__Phocaeicola_massiliensis,2,10,20.0,Chopyk_2020_pond vs Schulz_2017_wastewater,0.00018986277614921397,-0.39983863777955975
s__Aeromonas_salmonicida,2,10,20.0,Chopyk_2020_pond vs Schulz_2017_wastewater,0.0007006279377891644,-0.28473125781028963
s__Parabacteroides_distasonis,2,10,20.0,Chopyk_2020_pond vs Schulz_2017_wastewater,0.0010855535952191343,-0.016740426816408138
s__Streptococcus_thermophilus,2,10,20.0,Chopyk_2020_pond vs Schulz_2017_wastewater,0.0031753175081035883,0.16656619499647296
s__Dorea_formicigenerans,2,10,20.0,Chopyk_2020_pond vs Schulz_2017_wastewater,0.0007006279377891644,-0.28473125781028963
s__Citrobacter_freundii,2,10,20.0,Chopyk_2020_pond vs Schulz_2017_wastewater,0.0012401934297636727,-0.16821467889163827
s__Bacteroides_cellulosilyticus,2,10,20.0,Chopyk_2020_pond vs Schulz_2017_wastewater,0.0019311793173334656,-0.03754850715910879
s__Azospira_oryzae,2,10,20.0,Chopyk_2020_pond vs Schulz_2017_wastewater,0.008183113284481647,0.29055358176337215
s__Bifidobacterium_longum,2,10,20.0,Chopyk_2020_pond vs Schulz_2017_wastewater,0.00035191120781258534,-0.40307944689199215
s__Bacteroides_ovatus,2,10,20.0,Chopyk_2020_pond vs Schulz_2017_wastewater,0.00018986277614921397,-0.33537940534269484
s__Acidovorax_sp_KKS102,1,10,10.0,Chopyk_2020_pond vs Schulz_2017_wastewater,0.02907028590490411,0.7871761895242362
s__Mediterraneibacter_faecis,1,10,10.0,Chopyk_2020_pond vs Schulz_2017_wastewater,0.00018986277614921397,-0.5076747473121432
s__Akkermansia_muciniphila,1,10,10.0,Chopyk_2020_pond vs Schulz_2017_wastewater,9.853692081479816e-05,-0.5606520165880048
s__Aliarcobacter_butzleri,1,10,10.0,Chopyk_2020_pond vs Schulz_2017_wastewater,0.0031753175081035883,0.10112580106078159
s__GGB57993_SGB79614,1,10,10.0,Chopyk_2020_pond vs Schulz_2017_wastewater,0.0007006279377891644,-0.28473125781028963
s__Phascolarctobacterium_faecium,1,10,10.0,Chopyk_2020_pond vs Schulz_2017_wastewater,0.0019311793173334656,-0.028118916478900413
s__Methanothrix_soehngenii,1,10,10.0,Chopyk_2020_pond vs Schulz_2017_wastewater,0.00035191120781258534,-0.25962085757146575
s__Fusicatenibacter_saccharivorans,1,10,10.0,Chopyk_2020_pond vs Schulz_2017_wastewater,0.00035191120781258534,-0.3743490365471846
s__Desulfovibrio_sp_86,1,10,10.0,Chopyk_2020_pond vs Schulz_2017_wastewater,0.0007006279377891644,-0.28473125781028963
s__Bacteroides_thetaiotaomicron,1,10,10.0,Chopyk_2020_pond vs Schulz_2017_wastewater,0.0019311793173334656,-0.02601296451159074
s__Bacteroides_caccae,1,10,10.0,Chopyk_2020_pond vs Schulz_2017_wastewater,0.0019311793173334656,-0.00603693998206134
s__Blautia_wexlerae,1,10,10.0,Chopyk_2020_pond vs Schulz_2017_wastewater,0.0002512126576826721,-0.6483975818648628
